match_id,tournament_year,stage,group_name,date,home_team,away_team,home_goals,away_goals,winner,is_draw,went_to_extra_time,went_to_penalties,home_penalties,away_penalties,stadium,city,host_country
M-2002-01,2002,group stage,Group A,2002-05-31,France,Senegal,0,1,Senegal,False,0,0,0,0,Seoul World Cup Stadium,Seoul,South Korea
M-2002-02,2002,group stage,Group E,2002-06-01,Republic of Ireland,Cameroon,1,1,Draw,True,0,0,0,0,Niigata Stadium,Niigata,Japan
M-2002-03,2002,group stage,Group A,2002-06-01,Uruguay,Denmark,1,2,Denmark,False,0,0,0,0,Ulsan Munsu Football Stadium,Ulsan,South Korea
M-2002-04,2002,group stage,Group E,2002-06-01,Germany,Saudi Arabia,8,0,Germany,False,0,0,0,0,Sapporo Dome,Sapporo,Japan
M-2002-05,2002,group stage,Group F,2002-06-02,Argentina,Nigeria,1,0,Argentina,False,0,0,0,0,Kashima Stadium,Ibaraki,Japan
M-2002-06,2002,group stage,Group B,2002-06-02,Paraguay,South Africa,2,2,Draw,True,0,0,0,0,Busan Asiad Stadium,Busan,South Korea
M-2002-07,2002,group stage,Group F,2002-06-02,England,Sweden,1,1,Draw,True,0,0,0,0,Saitama Stadium,Saitama,Japan
M-2002-08,2002,group stage,Group B,2002-06-02,Spain,Slovenia,3,1,Spain,False,0,0,0,0,Gwangju World Cup Stadium,Gwangju,South Korea
M-2002-09,2002,group stage,Group G,2002-06-03,Croatia,Mexico,0,1,Mexico,False,0,0,0,0,Niigata Stadium,Niigata,Japan
M-2002-10,2002,group stage,Group C,2002-06-03,Brazil,Turkey,2,1,Brazil,False,0,0,0,0,Ulsan Munsu Football Stadium,Ulsan,South Korea
M-2002-11,2002,group stage,Group G,2002-06-03,Italy,Ecuador,2,0,Italy,False,0,0,0,0,Sapporo Dome,Sapporo,Japan
M-2002-12,2002,group stage,Group C,2002-06-04,China,Costa Rica,0,2,Costa Rica,False,0,0,0,0,Gwangju World Cup Stadium,Gwangju,South Korea
M-2002-13,2002,group stage,Group H,2002-06-04,Japan,Belgium,2,2,Draw,True,0,0,0,0,Saitama Stadium,Saitama,Japan
M-2002-14,2002,group stage,Group D,2002-06-04,South Korea,Poland,2,0,South Korea,False,0,0,0,0,Busan Asiad Stadium,Busan,South Korea
M-2002-15,2002,group stage,Group H,2002-06-05,Russia,Tunisia,2,0,Russia,False,0,0,0,0,Kobe Wing Stadium,Kobe,Japan
M-2002-16,2002,group stage,Group D,2002-06-05,United States,Portugal,3,2,United States,False,0,0,0,0,Suwon World Cup Stadium,Suwon,South Korea
M-2002-17,2002,group stage,Group E,2002-06-05,Germany,Republic of Ireland,1,1,Draw,True,0,0,0,0,Kashima Stadium,Ibaraki,Japan
M-2002-18,2002,group stage,Group A,2002-06-06,Denmark,Senegal,1,1,Draw,True,0,0,0,0,Daegu World Cup Stadium,Daegu,South Korea
M-2002-19,2002,group stage,Group E,2002-06-06,Cameroon,Saudi Arabia,1,0,Cameroon,False,0,0,0,0,Saitama Stadium,Saitama,Japan
M-2002-20,2002,group stage,Group A,2002-06-06,France,Uruguay,0,0,Draw,True,0,0,0,0,Busan Asiad Stadium,Busan,South Korea
M-2002-21,2002,group stage,Group F,2002-06-07,Sweden,Nigeria,2,1,Sweden,False,0,0,0,0,Kobe Wing Stadium,Kobe,Japan
M-2002-22,2002,group stage,Group B,2002-06-07,Spain,Paraguay,3,1,Spain,False,0,0,0,0,Jeonju World Cup Stadium,Jeonju,South Korea
M-2002-23,2002,group stage,Group F,2002-06-07,Argentina,England,0,1,England,False,0,0,0,0,Sapporo Dome,Sapporo,Japan
M-2002-24,2002,group stage,Group B,2002-06-08,South Africa,Slovenia,1,0,South Africa,False,0,0,0,0,Daegu World Cup Stadium,Daegu,South Korea
M-2002-25,2002,group stage,Group G,2002-06-08,Italy,Croatia,1,2,Croatia,False,0,0,0,0,Kashima Stadium,Ibaraki,Japan
M-2002-26,2002,group stage,Group C,2002-06-08,Brazil,China,4,0,Brazil,False,0,0,0,0,Jeju World Cup Stadium,Seogwipo,South Korea
M-2002-27,2002,group stage,Group G,2002-06-09,Mexico,Ecuador,2,1,Mexico,False,0,0,0,0,Miyagi Stadium,Miyagi,Japan
M-2002-28,2002,group stage,Group C,2002-06-09,Costa Rica,Turkey,1,1,Draw,True,0,0,0,0,Incheon Munhak Stadium,Incheon,South Korea
M-2002-29,2002,group stage,Group H,2002-06-09,Japan,Russia,1,0,Japan,False,0,0,0,0,International Stadium Yokohama,Yokohama,Japan
M-2002-30,2002,group stage,Group D,2002-06-10,South Korea,United States,1,1,Draw,True,0,0,0,0,Daegu World Cup Stadium,Daegu,South Korea
M-2002-31,2002,group stage,Group H,2002-06-10,Tunisia,Belgium,1,1,Draw,True,0,0,0,0,Ōita Stadium,Ōita,Japan
M-2002-32,2002,group stage,Group D,2002-06-10,Portugal,Poland,4,0,Portugal,False,0,0,0,0,Jeonju World Cup Stadium,Jeonju,South Korea
M-2002-33,2002,group stage,Group A,2002-06-11,Denmark,France,2,0,Denmark,False,0,0,0,0,Incheon Munhak Stadium,Incheon,South Korea
M-2002-34,2002,group stage,Group A,2002-06-11,Senegal,Uruguay,3,3,Draw,True,0,0,0,0,Suwon World Cup Stadium,Suwon,South Korea
M-2002-35,2002,group stage,Group E,2002-06-11,Cameroon,Germany,0,2,Germany,False,0,0,0,0,Shizuoka Stadium ECOPA,Shizuoka,Japan
M-2002-36,2002,group stage,Group E,2002-06-11,Saudi Arabia,Republic of Ireland,0,3,Republic of Ireland,False,0,0,0,0,International Stadium Yokohama,Yokohama,Japan
M-2002-37,2002,group stage,Group F,2002-06-12,Nigeria,England,0,0,Draw,True,0,0,0,0,Nagai Stadium,Osaka,Japan
M-2002-38,2002,group stage,Group F,2002-06-12,Sweden,Argentina,1,1,Draw,True,0,0,0,0,Miyagi Stadium,Miyagi,Japan
M-2002-39,2002,group stage,Group B,2002-06-12,Slovenia,Paraguay,1,3,Paraguay,False,0,0,0,0,Jeju World Cup Stadium,Seogwipo,South Korea
M-2002-40,2002,group stage,Group B,2002-06-12,South Africa,Spain,2,3,Spain,False,0,0,0,0,Daejeon World Cup Stadium,Daejeon,South Korea
M-2002-41,2002,group stage,Group C,2002-06-13,Costa Rica,Brazil,2,5,Brazil,False,0,0,0,0,Suwon World Cup Stadium,Suwon,South Korea
M-2002-42,2002,group stage,Group C,2002-06-13,Turkey,China,3,0,Turkey,False,0,0,0,0,Seoul World Cup Stadium,Seoul,South Korea
M-2002-43,2002,group stage,Group G,2002-06-13,Ecuador,Croatia,1,0,Ecuador,False,0,0,0,0,International Stadium Yokohama,Yokohama,Japan
M-2002-44,2002,group stage,Group G,2002-06-13,Mexico,Italy,1,1,Draw,True,0,0,0,0,Ōita Stadium,Ōita,Japan
M-2002-45,2002,group stage,Group H,2002-06-14,Belgium,Russia,3,2,Belgium,False,0,0,0,0,Shizuoka Stadium ECOPA,Shizuoka,Japan
M-2002-46,2002,group stage,Group H,2002-06-14,Tunisia,Japan,0,2,Japan,False,0,0,0,0,Nagai Stadium,Osaka,Japan
M-2002-47,2002,group stage,Group D,2002-06-14,Poland,United States,3,1,Poland,False,0,0,0,0,Daejeon World Cup Stadium,Daejeon,South Korea
M-2002-48,2002,group stage,Group D,2002-06-14,Portugal,South Korea,0,1,South Korea,False,0,0,0,0,Incheon Munhak Stadium,Incheon,South Korea
M-2002-49,2002,round of 16,not applicable,2002-06-15,Germany,Paraguay,1,0,Germany,False,0,0,0,0,Jeju World Cup Stadium,Seogwipo,South Korea
M-2002-50,2002,round of 16,not applicable,2002-06-15,Denmark,England,0,3,England,False,0,0,0,0,Niigata Stadium,Niigata,Japan
M-2002-51,2002,round of 16,not applicable,2002-06-16,Sweden,Senegal,1,2,Senegal,False,1,0,0,0,Ōita Stadium,Ōita,Japan
M-2002-52,2002,round of 16,not applicable,2002-06-16,Spain,Republic of Ireland,1,1,Draw,True,1,1,3,2,Suwon World Cup Stadium,Suwon,South Korea
M-2002-53,2002,round of 16,not applicable,2002-06-17,Mexico,United States,0,2,United States,False,0,0,0,0,Jeonju World Cup Stadium,Jeonju,South Korea
