player_name,team,team_zh,nationality,position,age,national_goals,assists,appearances,recent_form,is_key_player,club,data_note
Lautaro Martínez,Argentina,阿根廷,阿根廷,Forward,28,37,16,76,8.4,True,Inter Milan,N/A
Emiliano Martínez,Argentina,阿根廷,阿根廷,Goalkeeper,33,0,0,59,7.0,False,Aston Villa,N/A
Enzo Fernández,Argentina,阿根廷,阿根廷,Midfielder,25,6,3,41,7.2,False,Chelsea,N/A
Facundo Medina,Argentina,阿根廷,阿根廷,Defender,27,0,0,8,6.5,False,Marseille,N/A
Nahuel Molina,Argentina,阿根廷,阿根廷,Defender,28,1,0,58,7.0,False,Atlético Madrid,N/A
Alexander Schlager,Austria,奧地利,奧地利,Goalkeeper,30,0,0,26,6.7,False,Red Bull Salzburg,N/A
David Affengruber,Austria,奧地利,奧地利,Defender,25,0,0,1,6.4,False,Elche,N/A
Kevin Danso,Austria,奧地利,奧地利,Defender,27,0,0,32,6.7,False,Tottenham Hotspur,N/A
Xaver Schlager,Austria,奧地利,奧地利,Midfielder,28,4,2,51,7.1,False,RB Leipzig,N/A
Stefan Posch,Austria,奧地利,奧地利,Defender,29,5,2,52,7.2,False,Mainz 05,N/A
Nicolas Seiwald,Austria,奧地利,奧地利,Midfielder,25,1,0,47,6.9,False,RB Leipzig,N/A
Marko Arnautović,Austria,奧地利,奧地利,Forward,37,47,20,133,8.3,True,Red Star Belgrade,N/A
David Alaba,Austria,奧地利,奧地利,Defender,33,15,6,113,7.7,False,Real Madrid,N/A
Marcel Sabitzer,Austria,奧地利,奧地利,Midfielder,32,26,11,98,8.0,True,Borussia Dortmund,N/A
Florian Grillitsch,Austria,奧地利,奧地利,Midfielder,30,1,0,58,7.0,False,Braga,N/A
Michael Gregoritsch,Austria,奧地利,奧地利,Forward,32,24,10,75,8.0,True,FC Augsburg,N/A
Florian Wiegele,Austria,奧地利,奧地利,Goalkeeper,25,0,0,1,6.4,False,Viktoria Plzeň,N/A
Patrick Pentz,Austria,奧地利,奧地利,Goalkeeper,29,0,0,18,6.6,False,Brøndby,N/A
Saša Kalajdžić,Austria,奧地利,奧地利,Forward,28,4,2,22,7.1,False,LASK,N/A
Philipp Lienhart,Austria,奧地利,奧地利,Defender,29,3,1,41,7.0,False,SC Freiburg,N/A
Phillipp Mwene,Austria,奧地利,奧地利,Defender,32,0,0,30,6.7,False,Mainz 05,N/A
Carney Chukwuemeka,Austria,奧地利,奧地利,Midfielder,22,1,0,3,7.3,False,Borussia Dortmund,N/A
Romano Schmid,Austria,奧地利,奧地利,Midfielder,26,3,1,34,7.0,False,Werder Bremen,N/A
Konrad Laimer,Austria,奧地利,奧地利,Midfielder,29,7,3,57,7.3,False,Bayern Munich,N/A
Patrick Wimmer,Austria,奧地利,奧地利,Forward,25,1,0,30,6.8,False,VfL Wolfsburg,N/A
Alexander Prass,Austria,奧地利,奧地利,Midfielder,25,0,0,19,6.6,False,TSG Hoffenheim,N/A
Marco Friedl,Austria,奧地利,奧地利,Defender,28,0,0,11,6.5,False,Werder Bremen,N/A
Paul Wanner,Austria,奧地利,奧地利,Midfielder,20,0,0,3,6.4,False,PSV Eindhoven,N/A
Michael Svoboda,Austria,奧地利,奧地利,Defender,27,0,0,4,6.4,False,Venezia,N/A
Alessandro Schöpf,Austria,奧地利,奧地利,Midfielder,32,6,3,35,7.2,False,Wolfsberger AC,N/A
Yazeed Abulaila,Jordan,約旦,約旦,Goalkeeper,33,0,0,76,7.2,False,Al-Hussein,N/A
Mohammad Abu Hashish,Jordan,約旦,約旦,Defender,31,1,0,56,7.0,False,Al-Karma,N/A
Abdallah Nasib,Jordan,約旦,約旦,Defender,32,3,1,65,7.2,False,Al-Zawraa,N/A
Husam Abu Dahab,Jordan,約旦,約旦,Defender,26,0,0,18,6.6,False,Al-Faisaly,N/A
Yazan Al-Arab,Jordan,約旦,約旦,Defender,30,3,1,80,7.3,False,FC Seoul,N/A
Amer Jamous,Jordan,約旦,約旦,Midfielder,23,1,0,19,6.7,False,Al-Zawraa,N/A
Mohammad Abu Zrayq,Jordan,約旦,約旦,Forward,28,5,2,41,7.1,False,Raja Casablanca,N/A
Noor Al-Rawabdeh,Jordan,約旦,約旦,Midfielder,29,3,1,68,7.2,False,Selangor,N/A
Ali Olwan,Jordan,約旦,約旦,Forward,26,29,12,66,8.2,True,Al-Sailiya,N/A
Musa Al-Taamari,Jordan,約旦,約旦,Forward,29,24,10,92,8.0,True,Rennes,N/A
Odeh Al-Fakhouri,Jordan,約旦,約旦,Forward,20,1,0,10,6.8,False,Pyramids,N/A
Nour Bani Attiah,Jordan,約旦,約旦,Goalkeeper,33,0,0,5,6.4,False,Al-Faisaly,N/A
Mahmoud Al-Mardi,Jordan,約旦,約旦,Forward,32,9,4,89,7.5,True,Al-Hussein,N/A
Rajaei Ayed,Jordan,約旦,約旦,Midfielder,32,0,0,72,7.1,False,Al-Hussein,N/A
Ibrahim Sadeh,Jordan,約旦,約旦,Midfielder,26,3,1,57,7.1,False,Al-Karma,N/A
Mo Abualnadi,Jordan,約旦,約旦,Defender,25,0,0,18,6.6,False,Selangor,N/A
Salim Obaid,Jordan,約旦,約旦,Defender,34,0,0,11,6.5,False,Al-Hussein,N/A
Saed Al-Rosan,Jordan,約旦,約旦,Defender,29,2,1,21,6.8,False,Al-Hussein,N/A
Mohannad Abu Taha,Jordan,約旦,約旦,Midfielder,23,1,0,29,6.8,False,Al-Quwa Al-Jawiya,N/A
Nizar Al-Rashdan,Jordan,約旦,約旦,Midfielder,27,4,2,47,7.1,False,Qatar SC,N/A
Abdallah Al-Fakhouri,Jordan,約旦,約旦,Goalkeeper,26,0,0,11,6.5,False,Al-Wehdat,N/A
Ihsan Haddad,Jordan,約旦,約旦,Defender,32,2,1,92,7.4,False,Al-Hussein,N/A
Ali Azaizeh,Jordan,約旦,約旦,Forward,22,0,0,4,6.4,False,Al-Shabab,N/A
Mohammad Al-Dawoud,Jordan,約旦,約旦,Midfielder,34,1,0,13,6.7,False,Al-Wehdat,N/A
Anas Badawi,Jordan,約旦,約旦,Defender,28,0,0,1,6.4,False,Al-Faisaly,N/A
David Ospina,Colombia,哥倫比亞,哥倫比亞,Goalkeeper,37,0,0,130,7.4,False,Atlético Nacional,N/A
Daniel Muñoz,Colombia,哥倫比亞,哥倫比亞,Defender,30,3,1,46,7.0,False,Crystal Palace,N/A
Jhon Lucumí,Colombia,哥倫比亞,哥倫比亞,Defender,27,1,0,37,6.8,False,Bologna,N/A
Santiago Arias,Colombia,哥倫比亞,哥倫比亞,Defender,34,0,0,68,7.1,False,Independiente,N/A
Kevin Castaño,Colombia,哥倫比亞,哥倫比亞,Midfielder,25,0,0,25,6.6,False,River Plate,N/A
Richard Ríos,Colombia,哥倫比亞,哥倫比亞,Midfielder,26,2,1,32,6.9,False,Benfica,N/A
Luis Díaz,Colombia,哥倫比亞,哥倫比亞,Forward,29,22,9,74,7.9,True,Bayern Munich,N/A
Jorge Carrascal,Colombia,哥倫比亞,哥倫比亞,Midfielder,28,2,1,24,6.8,False,Flamengo,N/A
Jhon Córdoba,Colombia,哥倫比亞,哥倫比亞,Forward,33,6,3,21,7.3,False,Krasnodar,N/A
James Rodríguez,Colombia,哥倫比亞,哥倫比亞,Midfielder,34,31,13,126,8.0,True,Minnesota United FC,N/A
Jhon Arias,Colombia,哥倫比亞,哥倫比亞,Midfielder,28,6,3,38,7.2,False,Palmeiras,N/A
Camilo Vargas,Colombia,哥倫比亞,哥倫比亞,Goalkeeper,37,0,0,42,6.8,False,Atlas,N/A
Yerry Mina,Colombia,哥倫比亞,哥倫比亞,Defender,31,8,3,54,7.3,False,Cagliari,N/A
Gustavo Puerta,Colombia,哥倫比亞,哥倫比亞,Defender,22,1,0,6,6.9,False,Racing Santander,N/A
Juan Portilla,Colombia,哥倫比亞,哥倫比亞,Midfielder,27,0,0,10,6.5,False,Athletico Paranaense,N/A
Jefferson Lerma,Colombia,哥倫比亞,哥倫比亞,Midfielder,31,5,2,65,7.2,False,Crystal Palace,N/A
Johan Mojica,Colombia,哥倫比亞,哥倫比亞,Defender,33,1,0,45,6.9,False,Mallorca,N/A
Willer Ditta,Colombia,哥倫比亞,哥倫比亞,Defender,28,0,0,5,6.4,False,Cruz Azul,N/A
Cucho Hernández,Colombia,哥倫比亞,哥倫比亞,Forward,27,2,1,9,7.0,False,Real Betis,N/A
Juan Fernando Quintero,Colombia,哥倫比亞,哥倫比亞,Midfielder,33,6,3,49,7.2,False,River Plate,N/A
Jaminton Campaz,Colombia,哥倫比亞,哥倫比亞,Forward,26,1,0,10,6.8,False,Rosario Central,N/A
Deiver Machado,Colombia,哥倫比亞,哥倫比亞,Defender,32,0,0,15,6.6,False,Nantes,N/A
Davinson Sánchez,Colombia,哥倫比亞,哥倫比亞,Defender,29,4,2,79,7.3,False,Galatasaray,N/A
Álvaro Montero,Colombia,哥倫比亞,哥倫比亞,Goalkeeper,31,0,0,12,6.5,False,Vélez Sarsfield,N/A
Luis Suárez,Colombia,哥倫比亞,哥倫比亞,Forward,28,5,2,12,7.6,True,Sporting CP,N/A
Andrés Gómez,Colombia,哥倫比亞,哥倫比亞,Forward,23,2,1,8,7.1,False,Vasco da Gama,N/A
Lionel Mpasi,DR Congo,剛果民主共和國,剛果民主共和國,Goalkeeper,31,0,0,28,6.7,False,Le Havre,N/A
Aaron Wan-Bissaka,DR Congo,剛果民主共和國,剛果民主共和國,Defender,28,0,0,11,6.5,False,West Ham United,N/A
Steve Kapuadi,DR Congo,剛果民主共和國,剛果民主共和國,Defender,28,0,0,4,6.4,False,Widzew Łódź,N/A
Axel Tuanzebe,DR Congo,剛果民主共和國,剛果民主共和國,Defender,28,1,0,13,6.7,False,Burnley,N/A
Dylan Batubinsika,DR Congo,剛果民主共和國,剛果民主共和國,Defender,30,1,0,14,6.7,False,AEL,N/A
Ngal'ayel Mukau,DR Congo,剛果民主共和國,剛果民主共和國,Midfielder,21,0,0,13,6.5,False,Lille,N/A
Nathanaël Mbuku,DR Congo,剛果民主共和國,剛果民主共和國,Midfielder,24,2,1,18,6.9,False,Montpellier,N/A
Samuel Moutoussamy,DR Congo,剛果民主共和國,剛果民主共和國,Midfielder,29,0,0,57,7.0,False,Atromitos,N/A
Brian Cipenga,DR Congo,剛果民主共和國,剛果民主共和國,Forward,28,0,0,7,6.5,False,Castellón,N/A
Théo Bongonda,DR Congo,剛果民主共和國,剛果民主共和國,Midfielder,30,7,3,37,7.2,False,Spartak Moscow,N/A
Gaël Kakuta,DR Congo,剛果民主共和國,剛果民主共和國,Forward,34,5,2,30,7.1,False,AEL,N/A
Joris Kayembe,DR Congo,剛果民主共和國,剛果民主共和國,Defender,31,0,0,25,6.6,False,Genk,N/A
Meschak Elia,DR Congo,剛果民主共和國,剛果民主共和國,Forward,28,12,5,68,7.5,True,Alanyaspor,N/A
Noah Sadiki,DR Congo,剛果民主共和國,剛果民主共和國,Midfielder,21,0,0,19,6.6,False,Sunderland,N/A
Aaron Tshibola,DR Congo,剛果民主共和國,剛果民主共和國,Midfielder,31,1,0,16,6.7,False,Kilmarnock,N/A
Timothy Fayulu,DR Congo,剛果民主共和國,剛果民主共和國,Goalkeeper,26,0,0,3,6.4,False,Noah,N/A
Cédric Bakambu,DR Congo,剛果民主共和國,剛果民主共和國,Forward,35,21,9,69,7.8,True,Real Betis,N/A
Charles Pickel,DR Congo,剛果民主共和國,剛果民主共和國,Midfielder,29,1,0,34,6.8,False,Espanyol,N/A
Fiston Mayele,DR Congo,剛果民主共和國,剛果民主共和國,Forward,31,6,3,37,7.2,False,Pyramids,N/A
Yoane Wissa,DR Congo,剛果民主共和國,剛果民主共和國,Forward,29,9,4,37,7.4,False,Newcastle United,N/A
Matthieu Epolo,DR Congo,剛果民主共和國,剛果民主共和國,Goalkeeper,21,0,0,1,6.4,False,Standard Liège,N/A
Chancel Mbemba,DR Congo,剛果民主共和國,剛果民主共和國,Defender,31,7,3,108,7.6,True,Lille,N/A
Simon Banza,DR Congo,剛果民主共和國,剛果民主共和國,Forward,29,2,1,15,6.9,False,Al Jazira,N/A
Gédéon Kalulu,DR Congo,剛果民主共和國,剛果民主共和國,Defender,28,0,0,28,6.7,False,Aris Limassol,N/A
Edo Kayembe,DR Congo,剛果民主共和國,剛果民主共和國,Midfielder,28,2,1,42,6.9,False,Watford,N/A
Arthur Masuaku,DR Congo,剛果民主共和國,剛果民主共和國,Defender,32,4,2,45,7.1,False,Lens,N/A
Diogo Costa,Portugal,葡萄牙,葡萄牙,Goalkeeper,26,0,0,42,6.8,False,Porto,N/A
Nélson Semedo,Portugal,葡萄牙,葡萄牙,Defender,32,0,0,49,6.9,False,Fenerbahçe,N/A
Rúben Dias,Portugal,葡萄牙,葡萄牙,Defender,29,3,1,75,7.2,False,Manchester City,N/A
Tomás Araújo,Portugal,葡萄牙,葡萄牙,Defender,24,0,0,4,6.4,False,Benfica,N/A
Diogo Dalot,Portugal,葡萄牙,葡萄牙,Defender,27,3,1,34,7.0,False,Manchester United,N/A
Matheus Nunes,Portugal,葡萄牙,葡萄牙,Midfielder,27,2,1,19,6.9,False,Manchester City,N/A
Cristiano Ronaldo,Portugal,葡萄牙,葡萄牙,Forward,41,143,60,227,9.0,True,Al-Nassr,N/A
Bruno Fernandes,Portugal,葡萄牙,葡萄牙,Midfielder,31,29,12,88,8.1,True,Manchester United,N/A
Gonçalo Ramos,Portugal,葡萄牙,葡萄牙,Forward,24,10,4,24,7.7,True,Paris Saint-Germain,N/A
Bernardo Silva,Portugal,葡萄牙,葡萄牙,Midfielder,31,14,6,108,7.7,False,Manchester City,N/A
João Félix,Portugal,葡萄牙,葡萄牙,Forward,26,12,5,53,7.5,False,Al-Nassr,N/A
José Sá,Portugal,葡萄牙,葡萄牙,Goalkeeper,33,0,0,5,6.4,False,Wolverhampton Wanderers,N/A
Renato Veiga,Portugal,葡萄牙,葡萄牙,Defender,22,1,0,12,6.7,False,Villarreal,N/A
Gonçalo Inácio,Portugal,葡萄牙,葡萄牙,Defender,24,2,1,21,6.8,False,Sporting CP,N/A
João Neves,Portugal,葡萄牙,葡萄牙,Midfielder,21,3,1,21,7.0,False,Paris Saint-Germain,N/A
Francisco Trincão,Portugal,葡萄牙,葡萄牙,Forward,26,3,1,17,7.0,False,Sporting CP,N/A
Rafael Leão,Portugal,葡萄牙,葡萄牙,Forward,27,5,2,44,7.1,False,Milan,N/A
Pedro Neto,Portugal,葡萄牙,葡萄牙,Forward,26,2,1,24,6.8,False,Chelsea,N/A
Gonçalo Guedes,Portugal,葡萄牙,葡萄牙,Forward,29,8,3,34,7.3,False,Real Sociedad,N/A
João Cancelo,Portugal,葡萄牙,葡萄牙,Defender,32,12,5,67,7.5,False,Barcelona,N/A
Rúben Neves,Portugal,葡萄牙,葡萄牙,Midfielder,29,1,0,66,7.1,False,Al-Hilal,N/A
Rui Silva,Portugal,葡萄牙,葡萄牙,Goalkeeper,32,0,0,3,6.4,False,Sporting CP,N/A
Vitinha,Portugal,葡萄牙,葡萄牙,Midfielder,26,0,0,37,6.8,False,Paris Saint-Germain,N/A
Samú Costa,Portugal,葡萄牙,葡萄牙,Defender,25,0,0,5,6.4,False,Mallorca,N/A
Nuno Mendes,Portugal,葡萄牙,葡萄牙,Defender,23,1,0,43,6.9,False,Paris Saint-Germain,N/A
Francisco Conceição,Portugal,葡萄牙,葡萄牙,Forward,23,3,1,16,7.0,False,Juventus,N/A
Utkir Yusupov,Uzbekistan,烏茲別克,烏茲別克,Goalkeeper,35,0,0,39,6.8,False,Navbahor,N/A
Abdukodir Khusanov,Uzbekistan,烏茲別克,烏茲別克,Defender,22,0,0,26,6.7,False,Manchester City,N/A
Khojiakbar Alijonov,Uzbekistan,烏茲別克,烏茲別克,Defender,29,2,1,40,6.9,False,Pakhtakor,N/A
Farrukh Sayfiev,Uzbekistan,烏茲別克,烏茲別克,Defender,35,1,0,45,6.9,False,Neftchi Fergana,N/A
Rustam Ashurmatov,Uzbekistan,烏茲別克,烏茲別克,Defender,29,1,0,48,6.9,False,Esteghlal,N/A
Akmal Mozgovoy,Uzbekistan,烏茲別克,烏茲別克,Midfielder,27,1,0,24,6.7,False,Pakhtakor,N/A
Otabek Shukurov,Uzbekistan,烏茲別克,烏茲別克,Midfielder,29,9,4,83,7.5,True,Baniyas,N/A
Jamshid Iskanderov,Uzbekistan,烏茲別克,烏茲別克,Midfielder,32,4,2,37,7.0,False,Neftchi Fergana,N/A
Odiljon Hamrobekov,Uzbekistan,烏茲別克,烏茲別克,Midfielder,30,1,0,72,7.2,False,Tractor,N/A
Jaloliddin Masharipov,Uzbekistan,烏茲別克,烏茲別克,Midfielder,32,12,5,74,7.5,False,Esteghlal,N/A
Oston Urunov,Uzbekistan,烏茲別克,烏茲別克,Midfielder,25,10,4,41,7.4,False,Persepolis,N/A
Abduvohid Nematov,Uzbekistan,烏茲別克,烏茲別克,Goalkeeper,25,0,0,8,6.5,False,Nasaf,N/A
Sherzod Nasrullaev,Uzbekistan,烏茲別克,烏茲別克,Defender,27,2,1,30,6.9,False,Nasaf,N/A
Eldor Shomurodov,Uzbekistan,烏茲別克,烏茲別克,Forward,30,44,18,91,8.5,True,İstanbul Başakşehir,N/A
Umar Eshmurodov,Uzbekistan,烏茲別克,烏茲別克,Defender,33,0,0,29,6.7,False,Nasaf,N/A
Botirali Ergashev,Uzbekistan,烏茲別克,烏茲別克,Goalkeeper,30,0,0,2,6.4,False,Neftchi Fergana,N/A
Dostonbek Khamdamov,Uzbekistan,烏茲別克,烏茲別克,Midfielder,29,5,2,33,7.1,False,Pakhtakor,N/A
Abdulla Abdullaev,Uzbekistan,烏茲別克,烏茲別克,Defender,28,0,0,17,6.6,False,Dibba,N/A
Azizjon Ganiev,Uzbekistan,烏茲別克,烏茲別克,Midfielder,28,0,0,19,6.6,False,Al Bataeh,N/A
Azizbek Amonov,Uzbekistan,烏茲別克,烏茲別克,Forward,28,2,1,12,6.9,False,Dinamo Samarqand,N/A
Igor Sergeev,Uzbekistan,烏茲別克,烏茲別克,Forward,33,24,10,82,8.0,True,Persepolis,N/A
Abbosbek Fayzullaev,Uzbekistan,烏茲別克,烏茲別克,Midfielder,22,8,3,31,7.4,False,İstanbul Başakşehir,N/A
Sherzod Esanov,Uzbekistan,烏茲別克,烏茲別克,Midfielder,23,0,0,1,6.4,False,Bukhara,N/A
Bekhruz Karimov,Uzbekistan,烏茲別克,烏茲別克,Defender,18,0,0,2,6.4,False,Surkhon Termiz,N/A
Avazbek Ulmasaliev,Uzbekistan,烏茲別克,烏茲別克,Defender,26,0,0,0,6.4,False,AGMK,N/A
Jakhongir Urozov,Uzbekistan,烏茲別克,烏茲別克,Defender,22,0,0,3,6.4,False,Dinamo Samarqand,N/A
Dominik Livaković,Croatia,克羅埃西亞,克羅埃西亞,Goalkeeper,31,0,0,75,7.2,False,Dinamo Zagreb,N/A
Josip Stanišić,Croatia,克羅埃西亞,克羅埃西亞,Defender,26,0,0,31,6.7,False,Bayern Munich,N/A
Marin Pongračić,Croatia,克羅埃西亞,克羅埃西亞,Defender,28,0,0,20,6.6,False,Fiorentina,N/A
Joško Gvardiol,Croatia,克羅埃西亞,克羅埃西亞,Defender,24,4,2,48,7.1,False,Manchester City,N/A
Duje Ćaleta-Car,Croatia,克羅埃西亞,克羅埃西亞,Defender,29,1,0,38,6.8,False,Real Sociedad,N/A
Josip Šutalo,Croatia,克羅埃西亞,克羅埃西亞,Defender,26,0,0,33,6.7,False,Ajax,N/A
Nikola Moro,Croatia,克羅埃西亞,克羅埃西亞,Midfielder,28,0,0,10,6.5,False,Bologna,N/A
Mateo Kovačić,Croatia,克羅埃西亞,克羅埃西亞,Midfielder,32,5,2,113,7.5,False,Manchester City,N/A
Andrej Kramarić,Croatia,克羅埃西亞,克羅埃西亞,Forward,34,36,15,116,8.2,True,TSG Hoffenheim,N/A
Luka Modrić,Croatia,克羅埃西亞,克羅埃西亞,Midfielder,40,29,12,198,7.8,True,Milan,N/A
Ante Budimir,Croatia,克羅埃西亞,克羅埃西亞,Forward,34,6,3,38,7.2,False,Osasuna,N/A
Ivor Pandur,Croatia,克羅埃西亞,克羅埃西亞,Goalkeeper,26,0,0,0,6.4,False,Hull City,N/A
Nikola Vlašić,Croatia,克羅埃西亞,克羅埃西亞,Midfielder,28,10,4,63,7.4,False,Torino,N/A
Ivan Perišić,Croatia,克羅埃西亞,克羅埃西亞,Forward,37,38,16,154,8.0,True,PSV Eindhoven,N/A
Mario Pašalić,Croatia,克羅埃西亞,克羅埃西亞,Midfielder,31,12,5,85,7.6,False,Atalanta,N/A
Martin Baturina,Croatia,克羅埃西亞,克羅埃西亞,Midfielder,23,1,0,19,6.7,False,Como,N/A
Petar Sučić,Croatia,克羅埃西亞,克羅埃西亞,Midfielder,22,1,0,17,6.7,False,Inter Milan,N/A
Kristijan Jakić,Croatia,克羅埃西亞,克羅埃西亞,Defender,29,2,1,17,6.9,False,FC Augsburg,N/A
Toni Fruk,Croatia,克羅埃西亞,克羅埃西亞,Midfielder,25,1,0,7,6.8,False,Rijeka,N/A
Igor Matanović,Croatia,克羅埃西亞,克羅埃西亞,Forward,23,2,1,9,7.0,False,SC Freiburg,N/A
Luka Sučić,Croatia,克羅埃西亞,克羅埃西亞,Midfielder,23,1,0,21,6.7,False,Real Sociedad,N/A
Luka Vušković,Croatia,克羅埃西亞,克羅埃西亞,Defender,19,1,0,5,7.0,False,Hamburger SV,N/A
Dominik Kotarski,Croatia,克羅埃西亞,克羅埃西亞,Goalkeeper,26,0,0,4,6.4,False,Copenhagen,N/A
Marco Pašalić,Croatia,克羅埃西亞,克羅埃西亞,Forward,25,1,0,15,6.7,False,Orlando City SC,N/A
Martin Erlić,Croatia,克羅埃西亞,克羅埃西亞,Defender,28,1,0,13,6.7,False,Midtjylland,N/A
Petar Musa,Croatia,克羅埃西亞,克羅埃西亞,Forward,28,1,0,11,6.7,False,FC Dallas,N/A
Jordan Pickford,England,英格蘭,英格蘭,Goalkeeper,32,0,0,83,7.2,False,Everton,N/A
Ezri Konsa,England,英格蘭,英格蘭,Defender,28,1,0,19,6.7,False,Aston Villa,N/A
Nico O'Reilly,England,英格蘭,英格蘭,Defender,21,0,0,4,6.4,False,Manchester City,N/A
Declan Rice,England,英格蘭,英格蘭,Midfielder,27,6,3,72,7.3,False,Arsenal,N/A
John Stones,England,英格蘭,英格蘭,Defender,32,3,1,88,7.4,False,Manchester City,N/A
Marc Guéhi,England,英格蘭,英格蘭,Defender,25,1,0,28,6.8,False,Manchester City,N/A
Bukayo Saka,England,英格蘭,英格蘭,Forward,24,14,6,48,7.6,True,Arsenal,N/A
Elliot Anderson,England,英格蘭,英格蘭,Midfielder,23,0,0,8,6.5,False,Nottingham Forest,N/A
Harry Kane,England,英格蘭,英格蘭,Forward,32,79,33,113,9.1,True,Bayern Munich,N/A
Jude Bellingham,England,英格蘭,英格蘭,Midfielder,22,6,3,47,7.2,False,Real Madrid,N/A
Marcus Rashford,England,英格蘭,英格蘭,Forward,28,18,8,71,7.7,True,Barcelona,N/A
Tino Livramento,England,英格蘭,英格蘭,Defender,23,0,0,6,6.5,False,Newcastle United,N/A
Dean Henderson,England,英格蘭,英格蘭,Goalkeeper,29,0,0,4,6.4,False,Crystal Palace,N/A
Jordan Henderson,England,英格蘭,英格蘭,Midfielder,35,3,1,90,7.4,False,Brentford,N/A
Dan Burn,England,英格蘭,英格蘭,Defender,34,0,0,7,6.5,False,Newcastle United,N/A
Kobbie Mainoo,England,英格蘭,英格蘭,Midfielder,21,0,0,13,6.5,False,Manchester United,N/A
Morgan Rogers,England,英格蘭,英格蘭,Midfielder,23,1,0,14,6.7,False,Aston Villa,N/A
Anthony Gordon,England,英格蘭,英格蘭,Forward,25,2,1,18,6.9,False,Newcastle United,N/A
Ollie Watkins,England,英格蘭,英格蘭,Forward,30,6,3,21,7.3,False,Aston Villa,N/A
Noni Madueke,England,英格蘭,英格蘭,Forward,24,1,0,10,6.8,False,Arsenal,N/A
Eberechi Eze,England,英格蘭,英格蘭,Midfielder,27,3,1,16,7.0,False,Arsenal,N/A
Ivan Toney,England,英格蘭,英格蘭,Forward,30,1,0,8,6.8,False,Al-Ahli,N/A
James Trafford,England,英格蘭,英格蘭,Goalkeeper,23,0,0,2,6.4,False,Manchester City,N/A
Reece James,England,英格蘭,英格蘭,Defender,26,1,0,23,6.7,False,Chelsea,N/A
Djed Spence,England,英格蘭,英格蘭,Defender,25,0,0,5,6.4,False,Tottenham Hotspur,N/A
Jarell Quansah,England,英格蘭,英格蘭,Defender,23,0,0,2,6.4,False,Bayer Leverkusen,N/A
Lawrence Ati-Zigi,Ghana,迦納,迦納,Goalkeeper,29,0,0,29,6.7,False,St. Gallen,N/A
Alidu Seidu,Ghana,迦納,迦納,Defender,26,1,0,24,6.7,False,Rennes,N/A
Caleb Yirenkyi,Ghana,迦納,迦納,Midfielder,20,1,0,11,6.7,False,Nordsjælland,N/A
Jonas Adjetey,Ghana,迦納,迦納,Defender,22,0,0,10,6.5,False,VfL Wolfsburg,N/A
Thomas Partey,Ghana,迦納,迦納,Midfielder,32,15,6,57,7.6,True,Villarreal,N/A
Abdul Mumin,Ghana,迦納,迦納,Defender,28,0,0,5,6.4,False,Rayo Vallecano,N/A
Abdul Fatawu,Ghana,迦納,迦納,Forward,22,3,1,28,6.9,False,Leicester City,N/A
Kwasi Sibo,Ghana,迦納,迦納,Midfielder,27,0,0,8,6.5,False,Oviedo,N/A
Jordan Ayew,Ghana,迦納,迦納,Forward,34,34,14,120,8.1,True,Leicester City,N/A
Brandon Thomas-Asante,Ghana,迦納,迦納,Forward,27,1,0,8,6.8,False,Coventry City,N/A
Antoine Semenyo,Ghana,迦納,迦納,Midfielder,26,3,1,34,7.0,False,Manchester City,N/A
Joseph Anang,Ghana,迦納,迦納,Goalkeeper,26,0,0,1,6.4,False,St Patrick's Athletic,N/A
Christopher Bonsu Baah,Ghana,迦納,迦納,Forward,21,0,0,9,6.5,False,Al-Qadsiah,N/A
Gideon Mensah,Ghana,迦納,迦納,Defender,27,0,0,40,6.8,False,Auxerre,N/A
Elisha Owusu,Ghana,迦納,迦納,Midfielder,28,0,0,20,6.6,False,Auxerre,N/A
Benjamin Asare,Ghana,迦納,迦納,Goalkeeper,33,0,0,11,6.5,False,Hearts of Oak,N/A
Abdul Rahman Baba,Ghana,迦納,迦納,Defender,31,1,0,51,7.0,False,PAOK,N/A
Jerome Opoku,Ghana,迦納,迦納,Defender,27,1,0,11,6.7,False,İstanbul Başakşehir,N/A
Iñaki Williams,Ghana,迦納,迦納,Forward,31,2,1,26,6.9,False,Athletic Bilbao,N/A
Augustine Boakye,Ghana,迦納,迦納,Midfielder,25,0,0,0,6.4,False,Saint-Étienne,N/A
Kojo Peprah Oppong,Ghana,迦納,迦納,Defender,22,0,0,4,6.4,False,Nice,N/A
Kamaldeen Sulemana,Ghana,迦納,迦納,Forward,24,1,0,28,6.8,False,Atalanta,N/A
Derrick Luckassen,Ghana,迦納,迦納,Defender,30,0,0,1,6.4,False,Pafos,N/A
Ernest Nuamah,Ghana,迦納,迦納,Forward,22,4,2,18,7.1,True,Lyon,N/A
Prince Kwabena Adu,Ghana,迦納,迦納,Forward,22,0,0,5,6.4,False,Viktoria Plzeň,N/A
Marvin Senaya,Ghana,迦納,迦納,Defender,25,0,0,2,6.4,False,Auxerre,N/A
Luis Mejía,Panama,巴拿馬,巴拿馬,Goalkeeper,35,0,0,56,7.0,False,Nacional,N/A
César Blackman,Panama,巴拿馬,巴拿馬,Defender,28,3,1,40,7.0,False,Slovan Bratislava,N/A
José Córdoba,Panama,巴拿馬,巴拿馬,Defender,25,1,0,32,6.8,False,Norwich City,N/A
