player_name,team,team_zh,nationality,position,age,national_goals,assists,appearances,recent_form,is_key_player,club,data_note
Assan Ouédraogo,Germany,德國,德國,Midfielder,20,1,0,1,8.9,True,RB Leipzig,N/A
Deniz Undav,Germany,德國,德國,Forward,29,6,3,9,8.2,True,VfB Stuttgart,N/A
Yahia Fofana,Ivory Coast,象牙海岸,象牙海岸,Goalkeeper,25,0,0,35,6.8,False,Çaykur Rizespor,N/A
Ousmane Diomande,Ivory Coast,象牙海岸,象牙海岸,Defender,22,1,0,15,6.7,False,Sporting CP,N/A
Ghislain Konan,Ivory Coast,象牙海岸,象牙海岸,Defender,30,0,0,54,6.9,False,Gil Vicente,N/A
Jean Michaël Seri,Ivory Coast,象牙海岸,象牙海岸,Midfielder,34,4,2,65,7.2,False,Maribor,N/A
Wilfried Singo,Ivory Coast,象牙海岸,象牙海岸,Defender,25,1,0,34,6.8,False,Galatasaray,N/A
Seko Fofana,Ivory Coast,象牙海岸,象牙海岸,Midfielder,31,7,3,32,7.3,False,Porto,N/A
Odilon Kossounou,Ivory Coast,象牙海岸,象牙海岸,Defender,25,0,0,35,6.8,False,Atalanta,N/A
Franck Kessié,Ivory Coast,象牙海岸,象牙海岸,Midfielder,29,15,6,103,7.8,True,Al-Ahli,N/A
Ange-Yoan Bonny,Ivory Coast,象牙海岸,象牙海岸,Forward,22,0,0,1,6.4,False,Inter Milan,N/A
Simon Adingra,Ivory Coast,象牙海岸,象牙海岸,Forward,24,5,2,29,7.1,False,Monaco,N/A
Yan Diomande,Ivory Coast,象牙海岸,象牙海岸,Forward,19,3,1,10,7.2,False,RB Leipzig,N/A
Elye Wahi,Ivory Coast,象牙海岸,象牙海岸,Forward,23,0,0,2,6.4,False,Nice,N/A
Christopher Opéri,Ivory Coast,象牙海岸,象牙海岸,Defender,29,0,0,12,6.5,False,İstanbul Başakşehir,N/A
Oumar Diakité,Ivory Coast,象牙海岸,象牙海岸,Forward,22,6,3,29,7.2,False,Cercle Brugge,N/A
Amad Diallo,Ivory Coast,象牙海岸,象牙海岸,Forward,23,6,3,19,7.4,False,Manchester United,N/A
Mohamed Koné,Ivory Coast,象牙海岸,象牙海岸,Goalkeeper,24,0,0,0,6.4,False,Charleroi,N/A
Guéla Doué,Ivory Coast,象牙海岸,象牙海岸,Defender,23,3,1,20,7.0,False,Strasbourg,N/A
Ibrahim Sangaré,Ivory Coast,象牙海岸,象牙海岸,Midfielder,28,12,5,58,7.5,True,Nottingham Forest,N/A
Nicolas Pépé,Ivory Coast,象牙海岸,象牙海岸,Forward,31,12,5,55,7.5,True,Villarreal,N/A
Emmanuel Agbadou,Ivory Coast,象牙海岸,象牙海岸,Defender,28,2,1,20,6.8,False,Beşiktaş,N/A
Evan Ndicka,Ivory Coast,象牙海岸,象牙海岸,Defender,26,0,0,28,6.7,False,Roma,N/A
Evann Guessand,Ivory Coast,象牙海岸,象牙海岸,Forward,24,4,2,21,7.1,False,Crystal Palace,N/A
Alban Lafont,Ivory Coast,象牙海岸,象牙海岸,Goalkeeper,27,0,0,4,6.4,False,Panathinaikos,N/A
Bazoumana Touré,Ivory Coast,象牙海岸,象牙海岸,Forward,20,2,1,6,7.3,False,TSG Hoffenheim,N/A
Parfait Guiagon,Ivory Coast,象牙海岸,象牙海岸,Midfielder,25,0,0,5,6.4,False,Charleroi,N/A
Christ Inao Oulaï,Ivory Coast,象牙海岸,象牙海岸,Midfielder,20,0,0,9,6.5,False,Trabzonspor,N/A
Zion Suzuki,Japan,日本,日本,Goalkeeper,23,0,0,24,6.6,False,Parma,N/A
Yukinari Sugawara,Japan,日本,日本,Defender,25,2,1,21,6.8,False,Werder Bremen,N/A
Shōgo Taniguchi,Japan,日本,日本,Defender,34,1,0,38,6.8,False,Sint-Truiden,N/A
Kō Itakura,Japan,日本,日本,Defender,29,2,1,40,6.9,False,Ajax,N/A
Yūto Nagatomo,Japan,日本,日本,Defender,39,4,2,145,7.5,False,FC Tokyo,N/A
Wataru Endo,Japan,日本,日本,Midfielder,33,4,2,73,7.3,False,Liverpool,N/A
Ao Tanaka,Japan,日本,日本,Midfielder,27,8,3,38,7.3,False,Leeds United,N/A
Takefusa Kubo,Japan,日本,日本,Midfielder,25,7,3,49,7.2,False,Real Sociedad,N/A
Keisuke Gotō,Japan,日本,日本,Forward,21,0,0,4,6.4,False,Sint-Truiden,N/A
Ritsu Dōan,Japan,日本,日本,Midfielder,27,11,5,65,7.5,False,Eintracht Frankfurt,N/A
Daizen Maeda,Japan,日本,日本,Midfielder,28,4,2,27,7.0,False,Celtic,N/A
Keisuke Ōsako,Japan,日本,日本,Goalkeeper,26,0,0,11,6.5,False,Sanfrecce Hiroshima,N/A
Keito Nakamura,Japan,日本,日本,Midfielder,25,10,4,25,7.6,True,Reims,N/A
Junya Itō,Japan,日本,日本,Midfielder,33,15,6,69,7.6,False,Genk,N/A
Daichi Kamada,Japan,日本,日本,Midfielder,29,12,5,49,7.5,False,Crystal Palace,N/A
Tsuyoshi Watanabe,Japan,日本,日本,Defender,29,0,0,11,6.5,False,Feyenoord,N/A
Yuito Suzuki,Japan,日本,日本,Midfielder,24,0,0,6,6.5,False,SC Freiburg,N/A
Ayase Ueda,Japan,日本,日本,Forward,27,16,7,39,7.8,True,Feyenoord,N/A
Kōki Ogawa,Japan,日本,日本,Forward,28,11,5,15,8.4,True,NEC,N/A
Ayumu Seko,Japan,日本,日本,Defender,26,0,0,14,6.5,False,Le Havre,N/A
Hiroki Itō,Japan,日本,日本,Defender,27,1,0,24,6.7,False,Bayern Munich,N/A
Takehiro Tomiyasu,Japan,日本,日本,Defender,27,1,0,43,6.9,False,Ajax,N/A
Tomoki Hayakawa,Japan,日本,日本,Goalkeeper,27,0,0,4,6.4,False,Kashima Antlers,N/A
Kaishū Sano,Japan,日本,日本,Midfielder,25,0,0,13,6.5,False,Mainz 05,N/A
Junnosuke Suzuki,Japan,日本,日本,Defender,22,0,0,6,6.5,False,Copenhagen,N/A
Kento Shiogai,Japan,日本,日本,Forward,21,0,0,2,6.4,False,VfL Wolfsburg,N/A
Bart Verbruggen,Netherlands,荷蘭,荷蘭,Goalkeeper,23,0,0,28,6.7,False,Brighton & Hove Albion,N/A
Jurriën Timber,Netherlands,荷蘭,荷蘭,Defender,24,0,0,24,6.6,False,Arsenal,N/A
Marten de Roon,Netherlands,荷蘭,荷蘭,Midfielder,35,1,0,43,6.9,False,Atalanta,N/A
Virgil van Dijk,Netherlands,荷蘭,荷蘭,Defender,34,12,5,91,7.6,True,Liverpool,N/A
Nathan Aké,Netherlands,荷蘭,荷蘭,Defender,31,5,2,59,7.2,False,Manchester City,N/A
Jan Paul van Hecke,Netherlands,荷蘭,荷蘭,Defender,26,0,0,11,6.5,False,Brighton & Hove Albion,N/A
Justin Kluivert,Netherlands,荷蘭,荷蘭,Midfielder,27,0,0,12,6.5,False,Bournemouth,N/A
Ryan Gravenberch,Netherlands,荷蘭,荷蘭,Midfielder,24,1,0,26,6.8,False,Liverpool,N/A
Wout Weghorst,Netherlands,荷蘭,荷蘭,Forward,33,14,6,52,7.6,False,Ajax,N/A
Memphis Depay,Netherlands,荷蘭,荷蘭,Forward,32,55,23,109,8.7,True,Corinthians,N/A
Cody Gakpo,Netherlands,荷蘭,荷蘭,Forward,27,19,8,49,7.9,True,Liverpool,N/A
Mats Wieffer,Netherlands,荷蘭,荷蘭,Defender,26,1,0,15,6.7,False,Brighton & Hove Albion,N/A
Robin Roefs,Netherlands,荷蘭,荷蘭,Goalkeeper,23,0,0,1,6.4,False,Sunderland,N/A
Tijjani Reijnders,Netherlands,荷蘭,荷蘭,Midfielder,27,7,3,31,7.3,False,Manchester City,N/A
Micky van de Ven,Netherlands,荷蘭,荷蘭,Defender,25,1,0,20,6.7,False,Tottenham Hotspur,N/A
Guus Til,Netherlands,荷蘭,荷蘭,Midfielder,28,1,0,6,6.9,False,PSV Eindhoven,N/A
Noa Lang,Netherlands,荷蘭,荷蘭,Forward,26,3,1,15,7.0,False,Galatasaray,N/A
Donyell Malen,Netherlands,荷蘭,荷蘭,Forward,27,13,5,52,7.5,False,Roma,N/A
Brian Brobbey,Netherlands,荷蘭,荷蘭,Forward,24,1,0,11,6.7,False,Sunderland,N/A
Teun Koopmeiners,Netherlands,荷蘭,荷蘭,Midfielder,28,3,1,28,6.9,False,Juventus,N/A
Frenkie de Jong,Netherlands,荷蘭,荷蘭,Midfielder,29,2,1,65,7.1,False,Barcelona,N/A
Denzel Dumfries,Netherlands,荷蘭,荷蘭,Defender,30,11,5,71,7.5,False,Inter Milan,N/A
Mark Flekken,Netherlands,荷蘭,荷蘭,Goalkeeper,32,0,0,11,6.5,False,Bayer Leverkusen,N/A
Crysencio Summerville,Netherlands,荷蘭,荷蘭,Forward,24,0,0,1,6.4,False,West Ham United,N/A
Jorrel Hato,Netherlands,荷蘭,荷蘭,Defender,20,0,0,8,6.5,False,Chelsea,N/A
Quinten Timber,Netherlands,荷蘭,荷蘭,Midfielder,24,1,0,11,6.7,False,Marseille,N/A
Jacob Widell Zetterström,Sweden,瑞典,瑞典,Goalkeeper,27,0,0,3,6.4,False,Derby County,N/A
Gustaf Lagerbielke,Sweden,瑞典,瑞典,Defender,26,2,1,11,7.0,False,Braga,N/A
Victor Lindelöf,Sweden,瑞典,瑞典,Defender,31,3,1,76,7.3,False,Aston Villa,N/A
Isak Hien,Sweden,瑞典,瑞典,Defender,27,0,0,29,6.7,False,Atalanta,N/A
Gabriel Gudmundsson,Sweden,瑞典,瑞典,Defender,27,0,0,24,6.6,False,Leeds United,N/A
Herman Johansson,Sweden,瑞典,瑞典,Defender,28,0,0,3,6.4,False,FC Dallas,N/A
Lucas Bergvall,Sweden,瑞典,瑞典,Midfielder,20,0,0,10,6.5,False,Tottenham Hotspur,N/A
Daniel Svensson,Sweden,瑞典,瑞典,Defender,24,0,0,13,6.5,False,Borussia Dortmund,N/A
Alexander Isak,Sweden,瑞典,瑞典,Forward,26,17,7,58,7.7,True,Liverpool,N/A
Benjamin Nygren,Sweden,瑞典,瑞典,Midfielder,24,3,1,11,7.2,False,Celtic,N/A
Anthony Elanga,Sweden,瑞典,瑞典,Forward,24,6,3,30,7.2,False,Newcastle United,N/A
Viktor Johansson,Sweden,瑞典,瑞典,Goalkeeper,27,0,0,12,6.5,False,Stoke City,N/A
Ken Sema,Sweden,瑞典,瑞典,Midfielder,32,5,2,33,7.1,False,Pafos,N/A
Hjalmar Ekdal,Sweden,瑞典,瑞典,Defender,27,0,0,13,6.5,False,Burnley,N/A
Carl Starfelt,Sweden,瑞典,瑞典,Defender,31,0,0,18,6.6,False,Celta Vigo,N/A
Jesper Karlström,Sweden,瑞典,瑞典,Midfielder,30,0,0,25,6.6,False,Udinese,N/A
Viktor Gyökeres,Sweden,瑞典,瑞典,Forward,28,20,8,33,8.2,True,Arsenal,N/A
Yasin Ayari,Sweden,瑞典,瑞典,Midfielder,22,3,1,21,7.0,False,Brighton & Hove Albion,N/A
Mattias Svanberg,Sweden,瑞典,瑞典,Midfielder,27,2,1,41,6.9,False,VfL Wolfsburg,N/A
Eric Smith,Sweden,瑞典,瑞典,Defender,29,0,0,2,6.4,False,FC St. Pauli,N/A
Alexander Bernhardsson,Sweden,瑞典,瑞典,Defender,27,0,0,11,6.5,False,Holstein Kiel,N/A
Besfort Zeneli,Sweden,瑞典,瑞典,Midfielder,23,0,0,8,6.5,False,Union Saint-Gilloise,N/A
Kristoffer Nordfeldt,Sweden,瑞典,瑞典,Goalkeeper,36,0,0,21,6.6,False,AIK,N/A
Elliot Stroud,Sweden,瑞典,瑞典,Defender,23,0,0,1,6.4,False,Mjällby AIF,N/A
Gustaf Nilsson,Sweden,瑞典,瑞典,Forward,29,4,2,10,7.5,True,Club Brugge,N/A
Taha Ali,Sweden,瑞典,瑞典,Forward,27,0,0,2,6.4,False,Malmö FF,N/A
Mouhib Chamakh,Tunisia,突尼西亞,突尼西亞,Goalkeeper,24,0,0,2,6.4,False,Club Africain,N/A
Ali Abdi,Tunisia,突尼西亞,突尼西亞,Defender,32,7,3,46,7.2,True,Nice,N/A
Montassar Talbi,Tunisia,突尼西亞,突尼西亞,Defender,28,4,2,64,7.2,True,Lorient,N/A
Omar Rekik,Tunisia,突尼西亞,突尼西亞,Defender,24,0,0,6,6.5,False,Maribor,N/A
Adem Arous,Tunisia,突尼西亞,突尼西亞,Defender,21,0,0,2,6.4,False,Kasımpaşa,N/A
Dylan Bronn,Tunisia,突尼西亞,突尼西亞,Defender,30,2,1,52,7.0,False,Servette,N/A
Elias Achouri,Tunisia,突尼西亞,突尼西亞,Forward,27,4,2,30,7.0,False,Copenhagen,N/A
Elias Saad,Tunisia,突尼西亞,突尼西亞,Forward,26,4,2,15,7.2,False,Hannover 96,N/A
Hazem Mastouri,Tunisia,突尼西亞,突尼西亞,Forward,28,4,2,19,7.1,False,Dynamo Makhachkala,N/A
Hannibal Mejbri,Tunisia,突尼西亞,突尼西亞,Midfielder,23,1,0,45,6.9,False,Burnley,N/A
Ismaël Gharbi,Tunisia,突尼西亞,突尼西亞,Midfielder,22,2,1,17,6.9,False,FC Augsburg,N/A
Mortadha Ben Ouanes,Tunisia,突尼西亞,突尼西亞,Defender,31,0,0,18,6.6,False,Kasımpaşa,N/A
Rani Khedira,Tunisia,突尼西亞,突尼西亞,Midfielder,32,0,0,3,6.4,False,Union Berlin,N/A
Khalil Ayari,Tunisia,突尼西亞,突尼西亞,Midfielder,21,0,0,4,6.4,False,Paris Saint-Germain,N/A
Hadj Mahmoud,Tunisia,突尼西亞,突尼西亞,Midfielder,26,0,0,9,6.5,False,Lugano,N/A
Aymen Dahmen,Tunisia,突尼西亞,突尼西亞,Goalkeeper,29,0,0,37,6.8,False,CS Sfaxien,N/A
Ellyes Skhiri,Tunisia,突尼西亞,突尼西亞,Midfielder,31,4,2,83,7.4,True,Eintracht Frankfurt,N/A
Rayan Elloumi,Tunisia,突尼西亞,突尼西亞,Forward,18,0,0,4,6.4,False,Vancouver Whitecaps FC,N/A
Firas Chaouat,Tunisia,突尼西亞,突尼西亞,Forward,30,6,3,30,7.2,False,Club Africain,N/A
Yan Valery,Tunisia,突尼西亞,突尼西亞,Defender,27,0,0,22,6.6,False,Young Boys,N/A
Mohamed Amine Ben Hamida,Tunisia,突尼西亞,突尼西亞,Defender,30,0,0,13,6.5,False,Espérance de Tunis,N/A
Sabri Ben Hessen,Tunisia,突尼西亞,突尼西亞,Goalkeeper,29,0,0,2,6.4,False,Étoile du Sahel,N/A
Moutaz Neffati,Tunisia,突尼西亞,突尼西亞,Defender,21,0,0,5,6.4,False,IFK Norrköping,N/A
Raed Chikhaoui,Tunisia,突尼西亞,突尼西亞,Defender,22,0,0,0,6.4,False,US Monastir,N/A
Anis Ben Slimane,Tunisia,突尼西亞,突尼西亞,Midfielder,25,4,2,41,7.1,False,Norwich City,N/A
Sebastian Tounekti,Tunisia,突尼西亞,突尼西亞,Midfielder,23,1,0,12,6.7,False,Celtic,N/A
Thibaut Courtois,Belgium,比利時,比利時,Goalkeeper,34,0,0,109,7.4,False,Real Madrid,N/A
Zeno Debast,Belgium,比利時,比利時,Defender,22,1,0,26,6.8,False,Sporting CP,N/A
Arthur Theate,Belgium,比利時,比利時,Defender,26,1,0,33,6.8,False,Eintracht Frankfurt,N/A
Brandon Mechele,Belgium,比利時,比利時,Defender,33,1,0,9,6.8,False,Club Brugge,N/A
Maxim De Cuyper,Belgium,比利時,比利時,Defender,25,4,2,19,7.1,False,Brighton & Hove Albion,N/A
Axel Witsel,Belgium,比利時,比利時,Midfielder,37,12,5,138,7.6,True,Girona,N/A
Kevin De Bruyne,Belgium,比利時,比利時,Midfielder,34,37,16,119,8.2,True,Napoli,N/A
Youri Tielemans,Belgium,比利時,比利時,Midfielder,29,13,5,85,7.6,False,Aston Villa,N/A
Romelu Lukaku,Belgium,比利時,比利時,Forward,33,90,38,126,9.2,True,Napoli,N/A
Leandro Trossard,Belgium,比利時,比利時,Forward,31,12,5,51,7.5,False,Arsenal,N/A
Jérémy Doku,Belgium,比利時,比利時,Forward,24,7,3,43,7.2,False,Manchester City,N/A
Senne Lammens,Belgium,比利時,比利時,Goalkeeper,23,0,0,2,6.4,False,Manchester United,N/A
Mike Penders,Belgium,比利時,比利時,Goalkeeper,20,0,0,0,6.4,False,Strasbourg,N/A
Dodi Lukébakio,Belgium,比利時,比利時,Forward,28,6,3,30,7.2,False,Benfica,N/A
Thomas Meunier,Belgium,比利時,比利時,Defender,34,10,4,80,7.5,False,Lille,N/A
Koni De Winter,Belgium,比利時,比利時,Defender,23,0,0,8,6.5,False,Milan,N/A
Charles De Ketelaere,Belgium,比利時,比利時,Forward,25,6,3,30,7.2,False,Atalanta,N/A
Joaquin Seys,Belgium,比利時,比利時,Defender,21,0,0,5,6.4,False,Club Brugge,N/A
Diego Moreira,Belgium,比利時,比利時,Midfielder,21,0,0,3,6.4,False,Strasbourg,N/A
Hans Vanaken,Belgium,比利時,比利時,Midfielder,33,7,3,34,7.3,False,Club Brugge,N/A
Timothy Castagne,Belgium,比利時,比利時,Defender,30,2,1,63,7.1,False,Fulham,N/A
Alexis Saelemaekers,Belgium,比利時,比利時,Midfielder,26,2,1,24,6.8,False,Milan,N/A
Nicolas Raskin,Belgium,比利時,比利時,Midfielder,25,2,1,13,6.9,False,Rangers,N/A
Amadou Onana,Belgium,比利時,比利時,Midfielder,24,1,0,29,6.8,False,Aston Villa,N/A
Nathan Ngoy,Belgium,比利時,比利時,Defender,23,0,0,4,6.4,False,Lille,N/A
Matias Fernandez-Pardo,Belgium,比利時,比利時,Forward,21,0,0,2,6.4,False,Lille,N/A
Mohamed El Shenawy,Egypt,埃及,埃及,Goalkeeper,37,0,0,76,7.2,False,Al Ahly,N/A
Yasser Ibrahim,Egypt,埃及,埃及,Defender,33,1,0,17,6.7,False,Al Ahly,N/A
Mohamed Hany,Egypt,埃及,埃及,Defender,30,0,0,42,6.8,False,Al Ahly,N/A
Hossam Abdelmaguid,Egypt,埃及,埃及,Defender,25,0,0,13,6.5,False,Zamalek,N/A
Ramy Rabia,Egypt,埃及,埃及,Defender,33,5,2,44,7.1,False,Al Ain,N/A
Mohamed Abdelmonem,Egypt,埃及,埃及,Defender,27,3,1,36,7.0,False,Nice,N/A
Trézéguet,Egypt,埃及,埃及,Forward,31,23,10,96,8.0,True,Al Ahly,N/A
Emam Ashour,Egypt,埃及,埃及,Midfielder,28,0,0,29,6.7,False,Al Ahly,N/A
Hamza Abdelkarim,Egypt,埃及,埃及,Forward,18,0,0,2,6.4,False,Barcelona B,N/A
Mohamed Salah,Egypt,埃及,埃及,Forward,33,67,28,116,8.8,True,Liverpool,N/A
Mostafa Ziko,Egypt,埃及,埃及,Midfielder,29,2,1,2,8.9,True,Pyramids,N/A
Haissem Hassan,Egypt,埃及,埃及,Forward,24,0,0,4,6.4,False,Oviedo,N/A
Ahmed Fatouh,Egypt,埃及,埃及,Defender,28,1,0,39,6.9,False,Zamalek,N/A
Hamdy Fathy,Egypt,埃及,埃及,Midfielder,31,3,1,63,7.2,False,Al-Wakrah,N/A
Karim Hafez,Egypt,埃及,埃及,Defender,30,0,0,9,6.5,False,Pyramids,N/A
El Mahdy Soliman,Egypt,埃及,埃及,Goalkeeper,39,0,0,0,6.4,False,Zamalek,N/A
Mohanad Lasheen,Egypt,埃及,埃及,Midfielder,30,0,0,23,6.6,False,Pyramids,N/A
Nabil Emad,Egypt,埃及,埃及,Midfielder,30,0,0,12,6.5,False,Al-Najma,N/A
Marwan Attia,Egypt,埃及,埃及,Midfielder,27,1,0,34,6.8,False,Al Ahly,N/A
Ibrahim Adel,Egypt,埃及,埃及,Forward,25,3,1,24,7.0,False,Nordsjælland,N/A
Mahmoud Saber,Egypt,埃及,埃及,Midfielder,24,1,0,15,6.7,False,ZED,N/A
Omar Marmoush,Egypt,埃及,埃及,Forward,27,11,5,49,7.5,False,Manchester City,N/A
Mostafa Shobeir,Egypt,埃及,埃及,Goalkeeper,26,0,0,9,6.5,False,Al Ahly,N/A
Tarek Alaa,Egypt,埃及,埃及,Defender,24,0,0,3,6.4,False,ZED,N/A
Zizo,Egypt,埃及,埃及,Forward,30,5,2,63,7.2,False,Al Ahly,N/A
Mohamed Alaa,Egypt,埃及,埃及,Goalkeeper,27,0,0,0,6.4,False,El Gouna,N/A
Alireza Beiranvand,Iran,伊朗,伊朗,Goalkeeper,33,0,0,86,7.3,False,Tractor,N/A
Saleh Hardani,Iran,伊朗,伊朗,Defender,27,1,0,18,6.7,False,Esteghlal,N/A
Ehsan Hajsafi,Iran,伊朗,伊朗,Defender,36,7,3,146,7.5,False,Sepahan,N/A
Shojae Khalilzadeh,Iran,伊朗,伊朗,Defender,37,2,1,58,7.1,False,Tractor,N/A
Milad Mohammadi,Iran,伊朗,伊朗,Defender,32,1,0,76,7.2,False,Persepolis,N/A
Saeid Ezatolahi,Iran,伊朗,伊朗,Midfielder,29,2,1,83,7.3,False,Shabab Al Ahli,N/A
Alireza Jahanbakhsh,Iran,伊朗,伊朗,Midfielder,32,17,7,98,7.8,True,Dender,N/A
Mohammad Mohebi,Iran,伊朗,伊朗,Midfielder,27,14,6,36,7.7,True,Rostov,N/A
Mehdi Taremi,Iran,伊朗,伊朗,Forward,33,60,25,105,8.8,True,Olympiacos,N/A
Mehdi Ghayedi,Iran,伊朗,伊朗,Forward,27,10,4,30,7.5,False,Al Nasr,N/A
Ali Alipour,Iran,伊朗,伊朗,Forward,30,1,0,14,6.7,False,Persepolis,N/A
Payam Niazmand,Iran,伊朗,伊朗,Goalkeeper,31,0,0,15,6.6,False,Persepolis,N/A
Hossein Kanaanizadegan,Iran,伊朗,伊朗,Defender,32,6,3,65,7.3,False,Persepolis,N/A
Saman Ghoddos,Iran,伊朗,伊朗,Midfielder,32,3,1,68,7.2,False,Kalba,N/A
Rouzbeh Cheshmi,Iran,伊朗,伊朗,Midfielder,32,3,1,40,7.0,False,Esteghlal,N/A
Mehdi Torabi,Iran,伊朗,伊朗,Midfielder,31,7,3,52,7.3,False,Tractor,N/A
Aria Yousefi,Iran,伊朗,伊朗,Defender,24,1,0,14,6.7,False,Sepahan,N/A
Amirhossein Hosseinzadeh,Iran,伊朗,伊朗,Forward,25,5,2,18,7.3,False,Tractor,N/A
Ali Nemati,Iran,伊朗,伊朗,Defender,30,0,0,17,6.6,False,Foolad,N/A
Shahriyar Moghanlou,Iran,伊朗,伊朗,Forward,31,2,1,21,6.8,False,Kalba,N/A
Mohammad Ghorbani,Iran,伊朗,伊朗,Midfielder,24,0,0,16,6.6,False,Al Wahda,N/A
Hossein Hosseini,Iran,伊朗,伊朗,Goalkeeper,33,0,0,13,6.5,False,Sepahan,N/A
Ramin Rezaeian,Iran,伊朗,伊朗,Defender,36,8,3,74,7.4,False,Foolad,N/A
Dennis Eckert,Iran,伊朗,伊朗,Forward,29,0,0,0,6.4,False,Standard Liège,N/A
Danial Eiri,Iran,伊朗,伊朗,Defender,22,0,0,0,6.4,False,Malavan,N/A
Amirmohammad Razzaghinia,Iran,伊朗,伊朗,Midfielder,20,0,0,4,6.4,False,Esteghlal,N/A
Max Crocombe,New Zealand,紐西蘭,紐西蘭,Goalkeeper,32,0,0,24,6.6,False,Millwall,N/A
Tim Payne,New Zealand,紐西蘭,紐西蘭,Defender,32,3,1,51,7.1,False,Wellington Phoenix,N/A
Francis de Vries,New Zealand,紐西蘭,紐西蘭,Defender,31,1,0,20,6.7,False,Auckland FC,N/A
Tyler Bindon,New Zealand,紐西蘭,紐西蘭,Defender,21,3,1,25,7.0,False,Sheffield United,N/A
Michael Boxall,New Zealand,紐西蘭,紐西蘭,Defender,37,1,0,63,7.1,False,Minnesota United FC,N/A
Joe Bell,New Zealand,紐西蘭,紐西蘭,Midfielder,27,1,0,32,6.8,False,Viking,N/A
Matthew Garbett,New Zealand,紐西蘭,紐西蘭,Midfielder,24,5,2,37,7.1,False,Peterborough United,N/A
Marko Stamenić,New Zealand,紐西蘭,紐西蘭,Midfielder,24,3,1,39,7.0,False,Swansea City,N/A
Chris Wood,New Zealand,紐西蘭,紐西蘭,Forward,34,45,19,90,8.6,True,Nottingham Forest,N/A
Sarpreet Singh,New Zealand,紐西蘭,紐西蘭,Midfielder,27,3,1,28,6.9,False,Wellington Phoenix,N/A
Elijah Just,New Zealand,紐西蘭,紐西蘭,Midfielder,26,9,4,44,7.4,True,Motherwell,N/A
Alex Paulsen,New Zealand,紐西蘭,紐西蘭,Goalkeeper,23,0,0,8,6.5,False,Lechia Gdańsk,N/A
Liberato Cacace,New Zealand,紐西蘭,紐西蘭,Defender,25,1,0,37,6.8,False,Wrexham,N/A
Alex Rufer,New Zealand,紐西蘭,紐西蘭,Midfielder,29,0,0,26,6.7,False,Wellington Phoenix,N/A
Nando Pijnaker,New Zealand,紐西蘭,紐西蘭,Defender,27,0,0,25,6.6,False,Auckland FC,N/A
Finn Surman,New Zealand,紐西蘭,紐西蘭,Defender,22,2,1,19,6.9,False,Portland Timbers,N/A
Kosta Barbarouses,New Zealand,紐西蘭,紐西蘭,Forward,36,10,4,76,7.5,True,Western Sydney Wanderers,N/A
Ben Waine,New Zealand,紐西蘭,紐西蘭,Forward,25,9,4,31,7.4,False,Port Vale,N/A
Ben Old,New Zealand,紐西蘭,紐西蘭,Midfielder,23,2,1,24,6.8,False,Saint-Étienne,N/A
Callum McCowatt,New Zealand,紐西蘭,紐西蘭,Midfielder,27,4,2,32,7.0,False,Silkeborg,N/A
Jesse Randall,New Zealand,紐西蘭,紐西蘭,Forward,23,2,1,11,7.0,False,Auckland FC,N/A
Michael Woud,New Zealand,紐西蘭,紐西蘭,Goalkeeper,27,0,0,6,6.5,False,Auckland FC,N/A
Ryan Thomas,New Zealand,紐西蘭,紐西蘭,Midfielder,31,3,1,25,7.0,False,PEC Zwolle,N/A
Callan Elliot,New Zealand,紐西蘭,紐西蘭,Defender,26,0,0,11,6.5,False,Auckland FC,N/A
Lachlan Bayliss,New Zealand,紐西蘭,紐西蘭,Midfielder,23,0,0,4,6.4,False,Newcastle Jets,N/A
Tommy Smith,New Zealand,紐西蘭,紐西蘭,Defender,36,2,1,56,7.0,False,Braintree Town,N/A
Vozinha,Cape Verde,維德角,維德角,Goalkeeper,40,0,0,86,7.3,False,Chaves,N/A
Stopira,Cape Verde,維德角,維德角,Defender,38,4,2,62,7.2,False,Torreense,N/A
Diney,Cape Verde,維德角,維德角,Defender,31,2,1,30,6.9,False,Al Bataeh,N/A
Roberto Lopes,Cape Verde,維德角,維德角,Defender,33,0,0,45,6.8,False,Shamrock Rovers,N/A
Logan Costa,Cape Verde,維德角,維德角,Defender,25,0,0,28,6.7,False,Villarreal,N/A
Kevin Pina,Cape Verde,維德角,維德角,Midfielder,29,3,1,31,7.0,False,Krasnodar,N/A
Jovane Cabral,Cape Verde,維德角,維德角,Midfielder,27,2,1,27,6.9,False,Estrela Amadora,N/A
João Paulo,Cape Verde,維德角,維德角,Midfielder,28,1,0,42,6.9,False,FCSB,N/A
Gilson Benchimol,Cape Verde,維德角,維德角,Forward,24,6,3,22,7.3,False,Akron Tolyatti,N/A
Jamiro Monteiro,Cape Verde,維德角,維德角,Midfielder,32,5,2,55,7.2,False,PEC Zwolle,N/A
Garry Rodrigues,Cape Verde,維德角,維德角,Midfielder,35,10,4,60,7.4,True,Apollon Limassol,N/A
Márcio Rosa,Cape Verde,維德角,維德角,Goalkeeper,29,0,0,11,6.5,False,Montana,N/A
Sidny Lopes Cabral,Cape Verde,維德角,維德角,Defender,23,3,1,9,7.3,False,Benfica,N/A
Deroy Duarte,Cape Verde,維德角,維德角,Midfielder,26,0,0,30,6.7,False,Ludogorets Razgrad,N/A
